name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Sidensvans SRM Array,prv_sidensvans_array,1,,800,1000,,250,,16,20,11,72,,,HIGH_EXPLOSIVE,0,,0,10.46,8,0.22,0,0,0,0,,575,100,3.5,85,,,"DO_NOT_AIM, CONSERVE_4, MISSILE_SPREAD","prv_bp, prv_kratul_bp, rocket13, strike9, merc",,prv Starworks,,Anti Armor,Fast,Good,,,Unguided after a brief initial aiming stage. Near-misses or damaged missiles will split into %s homing submunitions dealing %s explosive damage each.,3 | 80,,,TRUE,16.3
Sidensvansunge SRM,prv_sidensvans_1,0,,0,1500,,80,,5,30,,,,,HIGH_EXPLOSIVE,0,,0,11.12,3,0.44,0,0,0,0,,575,100,3.5,30,,,"SYSTEM, DO_NOT_AIM, MISSILE_SPREAD","rocket2, strike0",,prv Starworks,,Submunition,Fast,Good,,,,,,,TRUE,16.3
Hammer Rack,prv_hammer_quad,0,,450,1200,,1500,,30,10,,4,,,HIGH_EXPLOSIVE,0,,0,1,1,,0,0,0,0,,500,40,4,350,,,"SYSTEM, STRIKE","strike8, rocket4",,Pirate,,Torpedo,Fast,None,,,,,,,TRUE,s8725
Hammer Launcher,prv_hammer_mag,1,,600,1200,,1500,,30,10,,8,,,HIGH_EXPLOSIVE,0,,0,12,2,1,0,0,0,0,,500,40,4,350,,,"SYSTEM, STRIKE","strike8, rocket4",,Luddic Path,,Torpedo,Fast,None,,,,,,,TRUE,s8726
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPD Laser,prv_sipdlaser_fighter,2,,350,500,40,,,0,100,,,,,ENERGY,,70,0.1,0.10,,,,,,,2400,,,,,,,"SYSTEM, PD, PD_ALSO, ANTI_FTR, DO_NOT_CONSERVE","pd7, energy7, beam9",,prv Starworks,,Attack,,,,,"Bursts for %s energy damage after %s second of focusing on the target.

Will target missiles if no other targets are in range.",80 | 1,,,,8790
Inget Flicker Lance,prv_uvbeam_fighter,2,,350,350,360,,,0,70,,,,,ENERGY,,540,0.1675,0.335,0.6667,4.8333,,,,,20000,,,,,,,SYSTEM,"beam9, SR",,prv Starworks,,Strike,,,,,,,,,,8791
Intet Flickerpulse Laser,prv_uvpulse_fighter,1,,250,400,,50,,0,40,,,,,ENERGY,50,,0.33,2.34,4,0.11,0,9,1,2,,1000,,,,,,"SYSTEM, PD, PD_ALSO","energy8, SR",,prv Starworks,,General,,,,,,,,,,8719.3
Fusion Burst Cutter,prv_fusion_burster_fighter,0,,450,150,397.5,,,0,70,,,,,HIGH_EXPLOSIVE,,366,0.7,0.7,0.1,3,,,,,20000,,,,,,,"SYSTEM, STRIKE, USE_VS_FRIGATES","he4, SR",,Rust Belt,,Anti Armor,,,,,,,,,,8701
Light Spattergun,prv_spattergun_fighter,1,,150,350,,90,,10,60,,8,,,ENERGY,110,,,1.95,2,0.05,5,15,2,2,,600,,,,,,SYSTEM,"energy2, strike1, SR",,prv Starworks,,Strike,,,,,"%s clings to the target on hull hits, dealing an additional %s energy damage over time. 

Shield hits spread additional plasma particles which will hit any other target for %s to %s energy damage.",Spatterfire | 90 | 25 | 10,,,,87101
Light Spattergun Goop,prv_spattergun_fighter_1,0,,0,50,,25,,5,10,,,,,ENERGY,0,,,2,,,0,10,1,2,,200,,,,,,SYSTEM,,,,,Byproduct,,,,,,,,,,87101a
Light Spattergun Goop,prv_spattergun_fighter_2,0,,0,25,,10,,3,10,,,,,ENERGY,0,,,2,,,0,10,1,2,,100,,,,,,SYSTEM,,,,,Byproduct,,,,,,,,,,87101b
Karbinfräsare,prv_frasare_fighter,1,,300,400,550,,,40,105,,2,,,FRAGMENTATION,,157.5,0.5,0.5,0.5,2,0,0,0,0,20000,,,,,,,"SYSTEM, FIRE_WHEN_INEFFICIENT","beam4, kinetic3, SR",,prv Starworks,,Strike,,,,,Generates %s anomalies which deal %s fragmentation damage to nearby targets.,9 | 50,,,,878102
Fräs,prv_frasare_fighter_1,0,,0,0,,75,,0,34,,,,,FRAGMENTATION,25,,,0.2,,,0,0,0,0,,1000,,,,,,SYSTEM,,,prv Starworks,,Byproduct,,,,,,,,,,8785.51
Splitter Grenade Launcher,prv_splitter_fighter,1,,350,500,,100,,15,120,,4,1,4,HIGH_EXPLOSIVE,75,,,0.3,,,5,30,5,5,,700,,,100,,,"SYSTEM, PD, PD_ALSO","he4, SR",,Rust Belt,,Anti Fighter (Area),,,,,"Each shell has a fuse set to explode at a random distance, resulting in a barrage that's increasingly more deadly at closer ranges.",,,,,87774
AKC rb-f,prv_akc_fighter,2,,1000,600,,30,,2,36,,54,,,KINETIC,20,,0,0.0555555,,,0,14,0.75,15,,600,,,10,,,SYSTEM,"kinetic4, SR",,Rust Belt,,Anti Shield,,,,,,,,,,87386
Akers Repeater,prv_akers_fighter,1,,400,375,,180,45,30,24,,,,,KINETIC,100,,,2.17,2,0.33,0,20,6,2,,900,,,,,,"SYSTEM, PD, PD_ALSO","kinetic4, pd7, SR",,prv Starworks,,Anti Fighter,,,,,"Shell hits on hull or armor have a %s chance to arc to weapons and engines, inflicting %s EMP damage.

The EMP arcs are less effective against fighters.",20% | 225,,,,87103
Karbidsåg,prv_karbid_saw,2,,100,10,,500,0,500,10,,,,,ENERGY,250,,2.5,,,,0,0,0,0,200000,,,,,,,SYSTEM,,,Rust Belt,,Terror,,,,,Impacts with great force.,,,,,87136
#Akers Nova (Single),prv_akers_nova_fighter,3,,1300,850,,60,60,5,24,,,,,KINETIC,70,,0,0.44,,,0,5,0.5,10,,1200,,,25,,,SYSTEM,"kinetic12, LR",,prv Starworks,,Anti Shield,,,,,"Shell hits on hull or armor have a %s chance to arc to weapons and engines, inflicting %s EMP disruption and %s energy damage.",50% | 20 | 6,,,,8714a
Target Designator,prv_tardes,0,,25,450,5,,25,0,90,,,,,ENERGY,,10,0.1,0.1,,,,,,,20000,,,,,,,"SYSTEM, FIRE_WHEN_INEFFICIENT",beam0,,prv Starworks,,Utility,,,,,"Increases the damage taken by the target by %s and interferes with its targeting systems, reducing target leading accuracy for autofiring weapons %s.

Sets all wings to engage while fired.",25% | significantly,,,,87103
Brytare Rocket Pack,prv_brytare_fighter,1,,100,400,,250,,15,30,,6,,,HIGH_EXPLOSIVE,,,,2,6,0.2,0,0,0,0,,450,150,4,300,,,"SYSTEM, DO_NOT_AIM, STRIKE, MISSILE_SPREAD","rocket6, strike4",,Rust Belt,,Anti Armor,Fast,Special,,,,,,,TRUE,87138.4
Blåmes EMP Missile Launcher,prv_blames_fighter,1,,75,300,,90,270,5,30,,,,,ENERGY,0,,0,4.4,3,0.5,0,0,0,0,,200,400,6,90,,,"ANTI_FTR, SYSTEM",,,prv Starworks,,Suppression,Medium,Special,,,"Hits on hull arc to weapons and engines, dealing an additional %s EMP damage to %s locations.",90 | 3,,,,87138.5
Skatunge SRM Launcher,prv_skatunge,1,,200,1000,,200,,15,30,,8,0.16667,8,ENERGY,,,,5.73,2,0.27,0,,,,,600,50,4,75,,,"SYSTEM, GUIDED_POOR","missile2, strike0",,prv Starworks,,Pressure,Medium,Very Poor,,,,,,,,87104
Skatunge SRM Pack,prv_skatunge_fighter,1,,200,1000,,200,,15,30,,8,,,ENERGY,,,,5.73,2,0.27,0,,,,,600,50,4,75,,25,"SYSTEM, DO_NOT_CONSERVE, DO_NOT_AIM","missile2, strike0",,prv Starworks,,Pressure,Medium,Very Poor,,,,,,,TRUE,87105
Råka-class Torpedo Launcher (Twin),prv_raka_fighter,2,,400,800,,600,,25,10,,2,,,HIGH_EXPLOSIVE,0,,0,3,2,,0,0,0,0,,300,800,2.5,210,,,"SYSTEM, STRIKE","strike5, rocket1, missile6",,prv Starworks,,Strike,Fast,Variable,,,,,,,TRUE,87106
Råka-class Torpedo Launcher,prv_raka_fighter_codex,2,,400,800,,600,,25,10,,1,,,HIGH_EXPLOSIVE,0,,0,1,,,0,0,0,0,,300,800,2.5,210,,,"SYSTEM, STRIKE","strike5, rocket1, missile6",,prv Starworks,,Strike,Fast,Variable,,,,,,,TRUE,87106x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prv_d_cover_drone_missile,prv_d_cover_drone_missile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_cover_jammer,prv_d_cover_jammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_cover_kakafoni_l,prv_d_cover_kakafoni_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_cover_kakafoni_r,prv_d_cover_kakafoni_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_cover_kakafoni_p_main,prv_d_cover_kakafoni_p_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_cover_kakafoni_p_left,prv_d_cover_kakafoni_p_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_cover_is_nose,prv_d_cover_is_nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prv_d_emitter_skara,prv_d_emitter_skara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_emitter_gryning,prv_d_emitter_gryning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_emitter_eld,prv_d_emitter_eld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_emitter_skymning,prv_d_emitter_skymning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_emitter_brand,prv_d_emitter_brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_emitter_bergtagen,prv_d_emitter_bergtagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_blinker_ljus,prv_d_blinker_ljus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_blinker_sunder_ryak,prv_d_blinker_sunder_ryak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_gauge_dominator_rb,prv_d_gauge_dominator_rb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_gauge_gremlin_rb_rare,prv_d_gauge_gremlin_rb_rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_emitter_venture_rb_rare,prv_d_emitter_venture_rb_rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prv_u_ramshield,prv_u_ramshield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fracture Packet,prv_fracturer_system,3,,0,2000,,150,,0,12,,,,,ENERGY,150,,,1,,,0,0,0,0,,700,,,,,,SYSTEM,,,prv Starworks,,Anti Flux,,,,,,,,,,87137
EMP Cluster Minelayer,prv_mine_emp_cluster,0,,75000,1000,,150,750,15,30,,60,,,ENERGY,0,,0,8,5,0.33,0,0,0,0,,150,50,20,220,,,"SYSTEM, BOMB",,,,,,,,,,,,,,,87138
Gravity Minelayer,prv_mine_gravity,0,,75000,1000,,300,,30,30,,12,,,KINETIC,0,,0,6,1,,0,0,0,0,,150,50,20,300,,,"SYSTEM, BOMB",,,,,,,,,,,,,,,87139
Gravity Well,prv_mine_gravitywell,0,,150000,1500,,450,,50,30,,15,,,KINETIC,0,,0,10,1,,0,0,0,0,,150,50,20,330,,,"SYSTEM, BOMB",,,,,,,,,,,,,,,87140
Disruption Minelayer,prv_mine_disruption,0,,150000,1500,,4000,,15,30,,9,,,FRAGMENTATION,0,,0,9,1,,0,0,0,0,,150,50,20,500,,,"SYSTEM, BOMB",,,,,,,,,,,,,,,87141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#EMP Cluster Minelayer,prv_mine_emp_cluster,0,,1200,700,,150,750,8,10,7,60,,,ENERGY,0,,0,5.36,5,0.66,0,0,0,0,,150,250,10,100,,,DO_NOT_AIM,"prv_lab_bp, utility14, energy8",,prv Starworks,,Suppression,,,,,"Hits on hull arc to weapons and engines, dealing an additional %s EMP damage to %s locations.",250 | 3,,,TRUE,87138
#Gravity Minelayer,prv_mine_gravity,0,,600,700,,300,,15,10,3,6,,,KINETIC,0,,0,6,1,,0,0,0,0,,150,250,10,300,,,DO_NOT_AIM,"prv_lab_bp, utility4, kinetic0",,prv Starworks,,Suppression,,,,,,,,,TRUE,87139
