id,type,text1,text2,text3,notes
vayra_light_particle_beam,WEAPON,"Unlike the larger particle accelerators commonly used for deep-space comet and asteroid mining, the light particle streamer is designed from the ground up for use as a weapon. While it packs significantly less power and range than its larger cousins, a powerful turret motor and targeting array allows it to function as a brutally effective point defense and close-in weapons system - albeit one with a significant refire delay.",Point Defense,,
vayra_thermal_lance_builtin,WEAPON,"A bulky energy weapon from an early epoch, the TPL is built directly into the Subjugator's hull and provides devastating close-range strike potential against undefended armor and hull. Designed after the Thermal Pulse Cannon of the Onslaught-class Battleship but before modular energy weapons became widespread in the Domain military, the TPL boasts several advances over that venerable weapon allowing it to be carried (and powered) by this cruiser-class hull.",Assault,,
vayra_precision_mortar,WEAPON,"A far cry from the Light Mortars seen on civilian craft and pirate raiders, the Precision Mortar was developed only a short period before the Collapse to refit 'obsolete' ballistic-armed warships for close support duty. Baryonic-sheathed antiproton shell cores and advanced recoil compensation give it impressive damage and accuracy, though the integration can be taxing on a vessel's ordnance capacity.",,,
vayra_shortcircuit_driver,WEAPON,"This Hypervelocity Driver has been redesigned from the ground up for short-range combat and electromagnetic secondary effects. The circuit which would normally power the second stage has been redirected, drastically overcharging the magnetic shells for increased electronic disruption at the cost of some accuracy. As a bonus, the reduced complexity of the weapon results in less complex mounting procedures.",,,
vayra_not_guardian,WEAPON,"A collection of high-intensity pulsed mining lasers mounted together on a powerfully motorized turret, with a built-in capacitor allowing extremely rapid operation for short periods of time. Originally designed for precision application, it now finds itself just as effective against strike craft and missile threats as it once was at extracting rare minerals.",Point Defense,,
vayra_dampershield,SHIP_SYSTEM,Temporarily activates an energy field that mitigates incoming damage at the cost of disabling weapons and shields.,Defensive,Temporarily activates an energy field that mitigates incoming damage at the cost of disabling weapons and shields.,
vayra_microburn,SHIP_SYSTEM,"Provides a brief engine boost, propelling the ship forward at an extreme velocity.",Movement,"Provides a brief engine boost, propelling the ship forward at an extreme velocity.",
vayra_foreverflares,SHIP_SYSTEM,Launches flares that distract the guidance systems of incoming missiles and PD weapons. Any missile hitting a flare will be destroyed.,Defensive,Launches flares to confuse the guidance systems of nearby enemy missiles.,
vayra_sometimesflares,SHIP_SYSTEM,Launches flares that distract the guidance systems of incoming missiles and PD weapons. Any missile hitting a flare will be destroyed.,Defensive,Launches flares to confuse the guidance systems of nearby enemy missiles.,
vayra_exemplardrones,SHIP_SYSTEM,Deploys six shieldwall drones armed with a PD laser and a powerful shield. Replenishes one drone every 20 seconds.,Drones (high tech),Deploys six shieldwall drones armed with a PD laser and a powerful shield.,
vayra_fragmine,SHIP_SYSTEM,Teleports a light fragmentation mine to the target area. The mine will slowly track nearby enemy ships and explodes a few seconds after its proximity trigger is activated.,Offensive,Teleports a light fragmentation mine to the target area.,
vayra_screeningformation,SHIP_SYSTEM,"Redirects advanced navigation and targeting arrays for close-range interceptor support. Reduces fighter engagement range by 75%, but halves fighter damage taken and doubles damage dealt to enemy fighters and missiles.",Fighter,Greatly increases fighter durability and interception performance at the cost of engagement range.,
